ID;Type of Car;Visits to Website;Visits to Dealer;HH Rank;Age;Income;Net Worth;Credit Lines;Education;Num Kids;Years in Home;Num People;Home Value
506927;Luxury Sedan;4;0;1;65;16;9;1;2;1;15;3;17
506941;Luxury Sedan;3;0;1;74;18;8;4;3;1;4;3;16
506967;Luxury Sedan;4;0;1;54;14;8;1;1;2;0;5;17
506972;Pickup Truck;4;0;1;72;11;7;3;1;4;3;2;6
507010;SUV;3;0;1;62;15;7;1;1;0;15;3;10
507020;Luxury Sedan;3;0;1;43;19;9;1;1;1;7;3;17
507080;Luxury Sedan;3;0;1;58;12;8;1;2;2;15;1;15
507085;Luxury Sedan;4;0;1;58;19;9;5;3;1;15;5;18
507096;Luxury Sedan;4;0;1;62;18;9;1;2;1;15;3;17
507116;Luxury Sedan;4;0;1;69;15;9;4;1;2;5;2;10
507168;SUV;4;0;1;50;16;6;1;2;4;15;2;5
507177;Luxury Sedan;4;0;1;64;15;7;1;1;1;2;2;10
507183;SUV;3;0;1;44;16;7;1;3;4;15;2;10
507186;Luxury Sedan;3;0;1;67;14;7;1;1;0;15;3;8
507221;SUV;4;0;1;42;15;7;1;3;5;14;2;9
507226;Pickup Truck;3;1;1;68;14;8;4;1;3;12;3;9
507231;Luxury Sedan;4;0;1;57;14;7;1;1;3;15;5;6
507295;Luxury Sedan;4;0;1;53;18;9;1;2;1;15;2;17
507408;SUV;4;0;1;51;14;7;1;1;4;15;2;10
507415;Luxury Sedan;4;0;1;58;15;9;3;3;1;15;5;15
507417;Luxury Sedan;4;0;1;59;2;2;4;1;4;15;2;4
507445;Luxury Sedan;4;1;1;78;14;9;1;3;1;12;2;13
507446;Luxury Sedan;3;3;1;69;15;9;5;2;0;15;3;15
507451;Luxury Sedan;3;0;1;72;15;9;3;1;0;15;3;18
507476;Luxury Sedan;4;0;1;50;15;8;1;1;2;15;3;16
507509;Basic Sedan;4;0;1;62;7;6;4;1;0;15;3;3
507519;Basic Sedan;4;0;1;75;2;2;2;2;0;15;3;4
507549;Luxury Sedan;3;0;1;63;14;6;8;1;3;15;4;3
507564;SUV;3;0;1;53;17;7;1;2;4;15;2;12
507573;Luxury Sedan;3;0;1;46;17;7;2;1;2;5;2;11
507608;Luxury Sedan;4;0;1;64;19;9;1;3;2;15;5;18
507618;Luxury Sedan;3;0;1;54;11;8;1;3;0;11;1;18
507714;Luxury Sedan;3;0;1;59;14;7;1;1;2;15;4;10
507726;Luxury Sedan;3;2;1;71;15;9;1;1;0;15;3;17
507754;SUV;4;0;1;47;16;9;1;2;3;12;2;16
507776;Basic Sedan;4;0;1;60;13;6;1;3;1;11;1;16
507809;Basic Sedan;4;0;2;56;15;7;1;3;2;10;4;14
507833;Basic Sedan;4;0;1;78;14;4;1;3;1;15;3;4
507850;Luxury Sedan;3;0;1;89;14;9;3;2;0;15;2;17
507853;Luxury Sedan;4;0;1;70;19;9;3;3;1;15;5;13
507911;Basic Sedan;3;2;1;42;11;6;1;1;1;15;1;4
507923;Luxury Sedan;4;1;1;54;18;9;3;3;2;15;1;17
507933;Luxury Sedan;3;2;1;51;16;8;1;1;2;14;3;13
507937;Basic Sedan;4;0;1;64;9;5;1;1;4;13;2;4
507982;SUV;3;0;1;53;19;9;1;2;3;15;2;17
507995;Luxury Sedan;4;0;1;75;15;9;1;2;1;15;3;17
508009;Luxury Sedan;3;0;1;56;19;9;2;2;0;15;4;19
508030;Luxury Sedan;4;0;1;65;14;9;2;1;1;15;1;12
508036;Luxury Sedan;4;0;1;55;9;8;1;1;2;15;2;4
508040;Basic Sedan;4;0;1;53;12;5;1;2;1;15;3;6
508095;Luxury Sedan;4;0;1;63;18;9;1;1;1;15;5;18
508146;Luxury Sedan;3;0;1;62;19;9;1;2;1;3;3;17
508203;Luxury Sedan;3;0;1;75;12;8;2;2;0;15;2;7
508216;Basic Sedan;3;0;1;64;14;6;1;1;2;15;4;8
508222;Luxury Sedan;3;0;1;55;17;9;2;2;0;15;2;17
508233;Basic Sedan;4;0;1;76;4;6;2;2;2;1;3;3
508248;Luxury Sedan;4;0;1;63;17;9;2;2;0;9;1;17
508317;Luxury Sedan;3;1;2;84;17;9;3;1;0;15;2;1
508351;Luxury Sedan;4;0;1;78;17;8;1;2;1;12;4;12
508366;Pickup Truck;4;0;1;65;14;6;1;2;0;15;3;7
508380;Basic Sedan;4;2;1;72;13;7;1;2;0;15;2;3
508426;SUV;4;0;1;38;15;6;1;1;3;3;2;17
508485;Luxury Sedan;3;0;1;54;15;7;5;1;1;15;2;7
508486;SUV;3;0;1;54;19;9;2;2;6;15;2;18
508497;Luxury Sedan;3;0;1;74;13;5;1;1;3;15;4;7
508555;Luxury Sedan;3;0;1;71;16;9;1;3;1;15;4;16
508564;Luxury Sedan;3;0;1;63;15;8;3;2;0;14;2;10
508624;SUV;4;0;1;40;15;6;2;3;4;9;1;4
508636;Basic Sedan;4;0;1;59;15;7;1;3;4;15;3;10
508674;Luxury Sedan;4;0;1;58;14;6;4;1;4;15;2;6
508681;Luxury Sedan;4;0;1;70;18;9;1;2;0;15;3;16
508743;Luxury Sedan;4;0;1;59;15;8;5;2;4;15;5;9
508748;Basic Sedan;4;0;1;53;14;7;1;1;0;15;2;10
508789;Luxury Sedan;3;2;1;54;15;8;1;1;0;14;2;14
508796;Luxury Sedan;4;0;1;67;15;9;5;3;1;15;1;9
508844;Luxury Sedan;3;0;1;61;15;8;1;1;2;15;3;11
508874;Luxury Sedan;3;0;1;56;14;9;2;2;0;15;3;10
508919;Luxury Sedan;3;0;1;72;17;9;5;3;0;15;2;7
508959;Basic Sedan;3;0;1;80;5;2;2;1;0;15;2;3
508967;Basic Sedan;3;0;1;72;15;8;3;2;4;15;2;6
508979;Luxury Sedan;4;0;1;44;18;9;2;2;2;2;1;15
508988;Basic Sedan;4;0;1;55;15;2;4;1;5;14;2;9
509007;Luxury Sedan;3;0;1;69;9;8;2;2;3;15;3;8
509053;Basic Sedan;3;0;1;47;15;6;1;2;0;15;1;7
509074;Luxury Sedan;4;2;1;53;15;8;1;1;0;1;1;16
509148;SUV;4;0;1;51;19;9;5;3;6;15;3;16
509157;SUV;3;0;2;49;13;2;2;2;3;15;2;5
509293;Basic Sedan;4;0;1;73;14;7;1;2;0;15;5;7
509384;Basic Sedan;3;0;1;61;15;9;2;1;4;1;6;17
509416;Basic Sedan;3;0;1;69;16;6;3;2;0;15;3;4
509442;Basic Sedan;4;0;1;57;8;5;5;3;1;15;4;3
509445;SUV;3;0;1;50;19;9;1;2;3;11;2;17
509555;SUV;3;0;1;56;13;7;1;2;4;14;2;9
509557;Luxury Sedan;4;2;1;57;17;9;1;2;2;7;1;15
509607;Basic Sedan;3;0;1;59;13;2;1;1;2;12;2;4
509628;SUV;4;0;1;49;15;6;1;3;3;14;2;7
509629;Luxury Sedan;3;0;1;43;15;9;1;1;1;13;1;15
509646;Luxury Sedan;3;0;1;56;1;7;1;1;0;10;2;17
509693;Basic Sedan;3;2;1;52;13;4;1;1;2;1;2;8
509749;SUV;4;0;1;53;8;4;2;2;4;11;2;4
509789;Basic Sedan;4;0;1;48;9;4;9;1;1;15;3;3
509824;Luxury Sedan;4;0;1;58;18;9;3;3;1;11;4;17
509841;Luxury Sedan;4;0;1;76;18;9;1;2;1;13;5;16
509893;Basic Sedan;3;1;1;56;15;8;1;2;5;9;1;12
509894;Basic Sedan;3;2;1;69;5;5;7;1;2;15;3;3
509910;SUV;4;0;1;46;12;6;2;2;4;13;1;6
509931;Luxury Sedan;3;0;1;69;19;9;1;1;2;7;6;19
509932;Luxury Sedan;4;0;1;62;15;9;1;1;1;15;1;11
509953;Luxury Sedan;4;0;1;60;15;8;4;1;1;15;2;13
510000;Basic Sedan;3;0;1;53;14;7;2;2;0;13;2;16
510041;Luxury Sedan;3;0;1;43;15;8;1;1;1;14;2;13
510043;Luxury Sedan;3;1;1;70;14;9;1;1;0;15;2;15
510132;Luxury Sedan;3;0;1;47;15;8;1;2;1;15;2;17
510133;Luxury Sedan;4;0;1;70;15;9;1;1;1;15;3;14
510166;Pickup Truck;4;0;1;64;14;7;1;1;3;12;2;6
510170;SUV;3;0;1;57;19;9;1;2;4;15;4;17
510193;Luxury Sedan;4;0;1;71;16;9;1;2;0;15;3;17
510197;Luxury Sedan;3;0;1;58;17;8;4;3;1;15;3;13
510202;Luxury Sedan;3;0;1;77;15;9;1;3;0;15;2;9
510216;Luxury Sedan;4;0;1;60;19;9;2;2;1;2;3;15
510285;Luxury Sedan;4;0;1;60;14;8;5;3;1;10;1;10
510323;SUV;4;0;1;46;7;5;1;3;6;15;2;6
510347;Luxury Sedan;3;0;1;87;12;8;1;1;0;15;1;4
510365;SUV;4;0;1;69;15;7;4;2;2;3;3;10
510371;Basic Sedan;3;0;1;72;2;7;2;2;0;11;3;13
510373;Pickup Truck;4;0;1;72;7;7;4;1;0;0;2;9
510485;SUV;4;0;1;45;14;7;1;1;4;14;1;4
510519;Luxury Sedan;4;0;1;51;14;9;2;3;0;15;3;19
510553;Luxury Sedan;4;0;1;72;17;9;5;2;1;12;3;13
510558;Luxury Sedan;4;0;1;68;15;8;3;2;0;15;4;13
510564;Basic Sedan;4;0;1;78;2;2;3;1;3;15;3;4
510565;SUV;3;0;1;66;11;4;1;1;7;15;3;11
510582;SUV;3;0;1;50;18;9;1;1;4;2;3;17
510608;Luxury Sedan;4;0;1;73;19;9;4;2;1;15;3;18
510634;SUV;3;0;1;54;13;2;1;1;4;13;3;10
510635;Luxury Sedan;4;0;1;68;14;9;1;2;0;15;2;13
510651;Luxury Sedan;4;0;1;62;15;9;1;1;0;15;2;14
510675;Luxury Sedan;4;0;1;64;18;9;1;3;7;15;3;17
510685;SUV;3;0;1;60;11;7;1;3;1;15;1;12
510716;Luxury Sedan;3;0;1;53;15;8;1;1;2;15;2;12
510717;Luxury Sedan;3;0;1;74;8;8;6;2;0;15;2;9
510812;Luxury Sedan;4;1;1;66;14;9;1;1;1;15;4;14
510841;Luxury Sedan;3;0;1;59;18;8;1;3;1;15;4;14
510845;Luxury Sedan;4;0;1;53;18;9;2;3;1;15;2;18
510848;SUV;3;1;1;53;14;5;2;3;4;8;3;9
510875;Luxury Sedan;3;0;1;54;19;9;1;3;2;15;2;18
510877;Basic Sedan;3;0;1;67;15;8;1;2;3;15;4;14
510883;Luxury Sedan;4;0;1;60;16;9;1;3;0;15;1;14
510904;Basic Sedan;3;0;1;60;9;4;1;2;3;15;2;7
510907;Luxury Sedan;4;0;1;52;19;9;1;2;1;15;2;18
510911;Luxury Sedan;4;0;1;66;17;8;1;2;0;15;4;11
510983;SUV;4;0;1;46;16;8;2;2;6;9;1;7
510990;Luxury Sedan;4;4;1;53;14;6;2;4;1;14;2;8
511007;Luxury Sedan;4;0;1;73;15;9;2;2;2;15;4;13
511009;Basic Sedan;4;2;1;58;18;8;1;1;3;9;3;17
511073;Basic Sedan;3;0;1;73;7;5;1;4;0;10;1;7
511085;Luxury Sedan;4;0;2;77;15;9;1;2;0;15;2;14
511137;Luxury Sedan;4;0;1;47;15;8;2;2;2;4;4;13
511152;Basic Sedan;3;0;1;62;15;7;1;1;2;15;4;8
511164;Basic Sedan;4;0;1;68;15;9;1;2;5;15;6;14
511206;Basic Sedan;3;0;1;54;7;1;1;2;1;15;3;5
511226;Luxury Sedan;4;1;1;66;17;9;4;2;1;15;4;17
511272;Basic Sedan;3;0;1;55;17;7;1;2;3;10;5;9
511278;SUV;4;6;1;50;19;9;3;1;4;3;2;17
511289;Luxury Sedan;4;0;1;65;18;9;6;2;1;11;4;19
511293;Luxury Sedan;3;0;1;72;16;6;2;1;0;3;2;5
511382;Pickup Truck;4;0;1;57;15;7;2;3;2;14;3;9
511415;SUV;3;0;1;72;14;7;1;2;1;15;2;6
511441;Pickup Truck;3;0;1;72;11;6;1;3;4;15;4;19
511456;Luxury Sedan;4;0;1;76;18;8;3;3;2;10;2;14
511476;Luxury Sedan;4;0;1;51;17;8;1;2;1;9;3;12
511489;Basic Sedan;4;0;1;55;12;1;1;1;2;2;3;5
511574;Pickup Truck;3;0;2;69;15;7;1;3;0;15;4;11
511592;Luxury Sedan;4;0;1;64;18;9;1;2;1;15;3;15
511666;Basic Sedan;3;0;1;58;13;4;1;2;1;2;3;4
511761;Luxury Sedan;4;0;1;72;18;9;1;3;3;14;4;18
511763;Luxury Sedan;3;0;1;66;14;8;1;4;0;11;2;16
511826;SUV;3;0;1;45;12;6;4;2;3;9;2;8
511860;Luxury Sedan;4;0;1;57;15;8;9;2;1;14;2;9
511887;Luxury Sedan;4;0;1;69;17;9;1;1;1;15;3;14
511888;Luxury Sedan;4;2;1;67;15;8;6;1;0;15;2;10
511895;Basic Sedan;4;0;1;55;13;5;1;2;1;15;4;6
511905;SUV;4;2;1;50;15;6;2;2;4;15;2;10
511953;Luxury Sedan;4;0;1;75;15;9;3;2;2;6;2;12
511959;Luxury Sedan;4;0;1;75;13;8;2;2;0;15;3;13
511974;Luxury Sedan;4;0;1;50;7;6;1;2;0;13;1;14
511987;Basic Sedan;3;0;1;70;13;4;1;1;0;15;2;7
511998;Luxury Sedan;4;0;1;49;19;9;5;3;1;10;4;18
512029;Luxury Sedan;3;0;1;76;5;8;3;2;0;15;2;9
512038;Luxury Sedan;4;0;1;92;14;9;5;1;0;15;2;10
512055;Luxury Sedan;4;0;1;52;14;5;1;2;2;15;3;6
512060;Luxury Sedan;3;0;1;56;15;9;4;2;0;15;3;13
512072;Luxury Sedan;4;0;1;72;14;8;3;1;1;15;2;8
512082;Luxury Sedan;4;0;1;55;19;9;2;2;4;15;1;17
512088;Basic Sedan;4;0;1;56;15;7;1;1;2;8;3;10
512099;Luxury Sedan;3;0;1;78;16;9;4;3;0;15;2;11
512108;Basic Sedan;3;0;1;66;6;5;5;1;2;15;2;5
512135;Luxury Sedan;3;0;1;75;16;8;3;2;1;15;4;18
512151;Basic Sedan;3;0;1;59;5;2;1;2;2;15;3;4
512240;Luxury Sedan;3;0;1;58;18;8;1;3;1;15;3;13
512332;Luxury Sedan;3;0;1;70;19;9;2;3;0;15;5;17
512347;Basic Sedan;4;3;1;55;14;4;1;4;3;15;2;8
512350;Luxury Sedan;4;0;1;43;17;9;1;3;0;10;1;6
512414;Basic Sedan;4;4;1;59;5;2;1;1;1;15;5;5
512455;Luxury Sedan;3;0;1;57;19;9;3;2;1;13;2;15
512462;Pickup Truck;4;0;1;43;15;6;1;1;0;7;2;9
512464;Basic Sedan;4;0;1;51;14;7;2;1;2;15;3;8
512538;SUV;3;0;1;46;10;4;1;3;6;15;3;4
512593;Basic Sedan;3;0;1;63;5;7;1;2;1;15;2;9
512598;Luxury Sedan;4;0;1;75;15;9;1;2;3;15;2;19
512620;Luxury Sedan;4;0;1;79;14;9;1;3;1;15;3;9
512625;Luxury Sedan;4;0;1;76;18;9;3;3;0;11;2;11
512654;SUV;4;0;1;51;14;5;1;2;3;13;1;3
512678;Basic Sedan;4;0;1;52;13;6;3;1;2;15;3;5
512733;Luxury Sedan;4;0;1;58;18;9;1;2;1;15;4;14
512744;Luxury Sedan;3;1;1;67;12;8;6;1;1;15;3;12
512804;Luxury Sedan;4;0;1;58;14;8;1;1;2;14;2;16
512849;Basic Sedan;4;0;1;72;16;8;1;2;4;15;2;13
512924;Luxury Sedan;3;0;1;64;17;9;1;2;0;15;1;17
512929;SUV;3;0;1;52;17;8;1;1;6;11;2;11
512946;Luxury Sedan;3;0;1;63;18;9;2;2;1;15;5;17
512977;Basic Sedan;3;0;1;55;16;9;4;2;4;15;2;10
512991;Luxury Sedan;3;0;1;61;7;7;3;1;1;15;5;16
513023;Luxury Sedan;4;0;1;77;18;9;9;3;1;15;3;19
513031;Luxury Sedan;3;0;1;50;19;9;3;1;2;15;2;17
513152;Basic Sedan;3;2;1;62;15;9;1;2;3;10;5;6
513168;Luxury Sedan;3;0;1;56;14;8;2;1;1;4;1;13
513202;Luxury Sedan;3;0;1;76;19;8;1;2;0;3;2;17
513219;Luxury Sedan;3;0;1;61;19;9;3;2;1;15;4;19
513250;SUV;4;0;1;51;15;9;5;2;6;12;4;17
513274;Luxury Sedan;3;1;1;76;19;9;4;3;0;15;4;17
513332;Basic Sedan;4;0;1;64;15;7;3;1;5;15;3;9
513336;Luxury Sedan;4;0;1;54;14;9;1;1;0;15;5;15
513356;Luxury Sedan;4;0;1;76;11;8;5;1;0;15;2;11
513376;Basic Sedan;4;0;1;61;14;2;1;1;2;15;3;7
513378;Luxury Sedan;4;2;1;53;15;7;4;1;1;15;3;9
513381;SUV;4;0;1;46;14;6;1;2;6;14;3;11
513398;Luxury Sedan;4;2;1;73;15;9;1;1;0;12;2;17
513448;Basic Sedan;4;0;1;59;15;9;3;1;3;14;5;17
513460;SUV;3;0;1;48;7;4;2;1;4;12;1;3
513472;Basic Sedan;4;0;1;62;12;6;1;3;1;15;3;12
513485;SUV;4;0;1;49;18;9;1;2;3;15;2;17
513486;Luxury Sedan;3;0;1;75;15;9;1;2;0;12;2;15
513490;SUV;3;0;1;45;19;9;1;2;4;14;2;17
513542;Basic Sedan;4;0;1;67;9;5;2;1;2;15;4;7
513562;Basic Sedan;4;0;1;49;5;7;1;1;2;15;2;7
513564;Basic Sedan;3;0;1;59;15;4;1;2;1;11;2;2
513583;Pickup Truck;4;0;1;58;15;5;1;2;4;15;3;8
513589;Luxury Sedan;4;0;1;63;14;8;5;2;0;15;3;14
513616;SUV;4;0;1;51;14;7;2;1;4;15;3;13
513638;SUV;3;0;1;43;16;7;1;3;3;15;3;9
513667;Luxury Sedan;3;0;1;62;18;8;8;3;1;15;2;13
513675;Luxury Sedan;3;0;1;77;19;9;1;2;1;15;3;13
513706;SUV;3;0;1;49;11;7;3;2;3;11;2;7
513708;Luxury Sedan;4;0;1;43;15;9;4;2;1;15;3;19
513735;SUV;3;0;1;36;16;6;1;1;3;10;2;11
513751;SUV;3;0;1;48;14;7;5;3;4;2;2;6
513782;SUV;4;0;1;48;8;3;1;1;4;10;2;4
513831;Basic Sedan;4;0;1;44;8;5;7;2;2;15;2;4
513839;SUV;3;0;1;46;14;2;3;1;3;14;4;14
513847;Basic Sedan;3;0;1;66;15;7;1;2;1;12;2;11
513852;Basic Sedan;3;0;1;50;15;7;2;3;1;15;3;10
513881;Basic Sedan;4;3;1;54;12;7;2;2;2;15;2;5
513923;Basic Sedan;3;0;1;35;15;5;2;2;2;15;5;7
513954;SUV;3;0;1;41;18;7;2;2;4;5;2;8
513997;Basic Sedan;4;0;1;71;14;6;4;2;4;15;4;4
514017;Luxury Sedan;4;1;1;67;14;4;1;2;3;15;4;1
514028;Luxury Sedan;4;0;1;61;15;8;1;2;0;15;3;4
514052;Luxury Sedan;4;0;1;62;14;8;5;2;1;15;4;14
514053;Luxury Sedan;3;0;1;64;15;8;1;1;2;1;3;10
514118;SUV;3;0;1;51;14;5;2;4;5;15;2;7
514125;SUV;3;0;1;37;7;6;6;2;3;15;3;8
514129;Basic Sedan;4;0;1;61;12;5;3;1;1;14;3;3
514211;Basic Sedan;3;0;1;69;14;8;2;1;3;4;4;6
514253;Luxury Sedan;3;0;1;69;15;8;3;1;0;8;3;17
514265;SUV;3;0;1;50;16;9;2;1;5;3;2;10
514289;Luxury Sedan;4;0;1;50;19;9;1;4;2;15;4;17
514302;SUV;4;0;1;51;18;9;4;3;4;11;2;12
514310;SUV;4;0;1;56;15;7;2;1;4;10;2;9
514319;Luxury Sedan;3;0;1;52;15;8;1;3;2;11;4;19
514390;Luxury Sedan;3;0;1;74;15;8;3;1;1;11;4;10
514462;Luxury Sedan;4;0;1;73;16;9;1;2;0;15;2;17
514471;Luxury Sedan;3;0;1;55;14;9;1;1;0;14;2;17
514480;Basic Sedan;4;0;1;48;15;6;1;3;2;15;4;6
514494;Luxury Sedan;4;1;1;70;15;9;1;2;0;4;3;17
514526;Basic Sedan;4;0;1;55;9;2;1;1;2;14;2;4
514535;SUV;3;0;1;59;15;6;1;2;3;15;5;13
514560;Basic Sedan;3;0;1;72;14;7;1;1;0;9;3;5
514580;Luxury Sedan;3;0;1;87;17;9;2;3;0;11;2;18
514615;Luxury Sedan;4;0;1;61;19;9;1;2;0;15;1;19
514688;Basic Sedan;3;0;1;49;15;7;1;2;2;12;2;13
514758;SUV;4;0;1;54;18;9;1;2;4;14;3;14
514806;Luxury Sedan;4;0;1;73;18;9;3;3;0;15;2;14
514825;SUV;3;0;1;58;16;9;5;2;4;15;3;18
514893;Luxury Sedan;4;0;1;58;14;4;1;2;2;15;3;7
514900;Luxury Sedan;4;0;1;80;14;9;3;3;0;15;2;9
514915;Luxury Sedan;3;0;1;51;19;9;1;2;1;2;2;18
514940;Basic Sedan;3;0;1;63;14;7;2;2;2;15;2;10
514966;Luxury Sedan;3;0;1;78;19;9;6;3;0;12;1;17
514974;Luxury Sedan;4;0;1;63;17;8;5;3;1;15;5;15
515011;Pickup Truck;4;0;1;51;14;4;1;1;1;15;2;4
515018;Basic Sedan;3;0;1;74;1;2;1;1;0;15;3;3
515062;Pickup Truck;4;0;1;41;2;4;2;2;5;15;1;9
515116;Luxury Sedan;4;0;1;74;14;9;1;1;2;15;2;19
515132;SUV;4;0;1;47;14;3;6;2;4;3;3;6
515150;SUV;3;0;1;58;15;5;1;2;2;2;5;11
515152;Luxury Sedan;3;0;1;70;16;9;1;3;1;14;2;15
515153;Basic Sedan;3;0;1;57;18;9;1;3;4;11;4;13
515227;Basic Sedan;4;0;1;60;14;8;2;1;4;15;2;8
515257;Luxury Sedan;4;0;1;48;15;9;2;2;1;6;1;18
515262;Luxury Sedan;4;0;1;48;15;8;2;1;2;15;3;6
515265;Basic Sedan;4;0;1;62;5;7;1;1;1;14;3;8
515269;Luxury Sedan;3;0;1;62;15;9;1;1;1;15;2;12
515294;Luxury Sedan;4;0;1;69;14;9;1;4;0;15;3;12
515351;Luxury Sedan;3;0;1;83;12;9;1;2;1;11;1;13
515400;Luxury Sedan;4;0;1;71;19;9;1;2;0;15;3;19
515409;SUV;3;0;1;52;19;9;4;3;3;12;4;17
515415;Luxury Sedan;3;0;1;70;17;8;1;2;0;15;3;12
515425;SUV;3;0;1;48;19;9;3;1;5;7;3;15
515487;Luxury Sedan;4;0;1;77;15;8;1;2;0;15;3;8
515500;Basic Sedan;3;0;1;74;12;7;1;3;1;9;2;6
515507;Luxury Sedan;3;0;1;78;19;9;1;1;0;15;2;17
515545;SUV;4;0;1;53;19;9;1;3;5;9;3;17
515551;SUV;4;0;1;42;15;8;9;2;3;13;2;6
515580;Basic Sedan;4;0;1;48;14;3;1;1;2;15;2;10
515583;Luxury Sedan;4;0;1;43;19;9;1;1;1;8;3;14
515589;Luxury Sedan;3;0;1;75;15;9;2;2;0;7;3;14
515669;Pickup Truck;4;0;1;64;10;6;2;1;3;9;6;5
515671;Luxury Sedan;3;0;1;57;17;9;1;2;1;7;5;19
515697;SUV;3;0;1;46;14;1;2;2;5;15;2;3
515747;Luxury Sedan;4;0;1;67;14;9;2;2;0;15;2;11
515768;Luxury Sedan;4;0;1;69;15;8;5;2;1;13;3;10
515776;Luxury Sedan;4;0;1;82;11;9;5;1;0;15;1;7
515834;Luxury Sedan;3;0;1;64;18;9;1;2;0;9;2;18
515854;Luxury Sedan;3;0;1;79;18;9;1;2;0;11;2;18
515900;Basic Sedan;3;1;1;66;14;4;1;3;0;15;4;11
515937;Luxury Sedan;3;0;1;55;18;9;1;3;0;15;4;16
515939;Luxury Sedan;3;0;1;61;15;9;2;3;2;15;4;13
515946;Luxury Sedan;3;0;1;45;3;2;2;2;5;15;2;3
515992;SUV;4;0;1;51;14;2;1;1;4;15;3;1
516012;Basic Sedan;4;1;1;72;15;9;1;1;3;15;4;18
516044;Luxury Sedan;3;0;1;96;13;9;2;1;0;15;1;17
516140;Luxury Sedan;3;0;1;79;14;9;1;1;0;15;2;6
516174;Luxury Sedan;4;0;1;55;14;6;6;2;1;15;3;10
516211;Basic Sedan;4;0;1;76;9;7;1;2;0;15;2;13
516218;SUV;4;0;1;49;9;7;6;1;3;15;3;6
516295;Luxury Sedan;4;0;1;59;18;9;4;1;2;15;5;16
516298;Luxury Sedan;3;0;1;80;12;8;6;2;0;15;2;7
516309;Luxury Sedan;4;0;1;92;13;9;2;3;0;15;1;16
516316;Luxury Sedan;4;0;1;86;14;8;2;2;0;15;2;8
516378;Luxury Sedan;4;0;1;58;17;9;1;3;1;15;3;15
516413;Basic Sedan;4;0;1;76;17;9;4;3;4;14;3;14
516421;SUV;3;0;1;54;19;9;1;3;6;12;4;17
516427;Basic Sedan;3;0;1;54;14;2;2;1;0;15;2;3
516462;SUV;3;0;1;46;17;8;2;1;5;12;2;9
516569;Basic Sedan;4;0;1;55;14;5;4;1;4;15;3;7
516624;Luxury Sedan;3;0;1;71;15;9;3;1;0;14;2;10
516646;Pickup Truck;4;0;1;67;16;7;1;2;0;15;4;17
516661;Luxury Sedan;4;2;1;61;19;8;1;1;1;15;3;14
516677;Basic Sedan;4;2;1;60;5;2;3;3;2;15;3;3
516715;SUV;4;0;1;53;15;8;2;1;5;15;3;16
516720;Luxury Sedan;3;1;1;54;15;8;1;1;2;12;2;15
516721;Luxury Sedan;4;0;1;59;14;8;5;1;0;15;1;13
516729;Basic Sedan;4;0;1;50;3;5;1;2;2;12;6;5
516791;Luxury Sedan;3;0;1;78;15;8;1;2;1;15;2;12
516858;SUV;4;0;1;43;15;8;1;1;3;11;2;7
516928;Basic Sedan;4;0;1;66;15;7;5;3;1;4;2;7
516968;Basic Sedan;4;0;1;57;15;8;4;1;5;15;4;11
517007;Basic Sedan;4;0;1;47;14;5;9;2;1;12;1;5
517015;Luxury Sedan;4;0;1;71;14;9;1;2;0;15;3;16
517027;Luxury Sedan;3;0;1;77;15;8;1;3;2;11;4;8
517065;SUV;3;0;1;42;15;3;2;2;5;10;2;8
517085;SUV;3;0;1;53;14;7;9;2;3;15;1;16
517124;Luxury Sedan;3;0;1;69;15;9;5;3;0;3;1;10
517181;Luxury Sedan;3;0;1;76;7;8;3;3;2;15;3;8
517253;SUV;3;2;1;44;19;9;1;3;5;14;2;15
517257;Luxury Sedan;3;0;1;65;15;8;2;2;5;15;5;9
517286;SUV;4;0;1;43;17;9;1;2;4;3;2;17
517303;Luxury Sedan;3;0;1;74;15;9;4;2;0;15;2;16
517311;Luxury Sedan;3;0;1;36;18;9;1;2;1;15;3;15
517318;SUV;3;0;1;47;17;8;1;2;3;12;3;11
517344;Basic Sedan;4;1;1;77;15;8;2;3;3;15;4;15
517392;Basic Sedan;3;0;1;56;14;6;1;3;1;14;1;7
517414;Pickup Truck;4;0;1;40;14;4;3;2;1;10;2;6
517443;Pickup Truck;3;0;1;64;2;6;9;1;3;9;2;10
517481;Luxury Sedan;4;0;1;68;17;9;1;2;1;10;3;17
517486;SUV;4;0;1;47;15;7;4;1;4;15;2;11
517495;Luxury Sedan;3;0;1;57;19;9;1;1;1;3;4;15
517523;Basic Sedan;4;0;1;64;14;7;2;1;1;14;5;8
517531;Luxury Sedan;4;0;1;57;15;8;2;1;2;10;3;16
517548;Basic Sedan;3;0;1;55;15;5;2;2;2;15;3;6
517552;Luxury Sedan;3;0;1;48;19;9;2;2;2;8;5;17
517579;Basic Sedan;3;2;1;77;14;6;3;2;0;13;2;4
517637;Luxury Sedan;4;0;1;75;15;9;1;2;0;7;5;13
517727;Pickup Truck;4;2;1;64;17;7;2;2;0;9;2;11
517770;Luxury Sedan;3;0;1;56;14;8;4;2;1;15;2;6
517771;Luxury Sedan;4;2;1;72;14;9;1;2;0;15;2;9
517846;Luxury Sedan;3;0;1;88;15;9;1;1;0;15;2;13
517849;Luxury Sedan;4;0;1;68;14;8;4;3;1;15;4;11
517877;Basic Sedan;4;0;1;62;8;1;2;1;1;12;6;12
